1	62.562	61.563	73.919	43.774	36.952	54.038
1	60.591	75.175	72.575	40.999	36.64	54.11
1	58.321	87.154	72.166	38.878	36.178	54.479
1	55.957	95.169	72.553	36.638	35.658	54.686
1	53.856	100	72.896	37.542	35.193	55.91
1	52.241	100	73.2	37.887	34.776	56.697
1	51.223	100	73.296	38.47	34.402	57.557
1	51.405	97.55	73.129	39.957	34.144	58.568
1	52.597	100	72.832	38.949	33.912	58.906
1	53.588	100	72.342	38.295	33.787	59.22
1	53.787	96.589	71.895	40.864	33.715	60.486
1	53.714	97.308	71.489	41.845	33.756	61.303
1	53.869	92.429	71.3	43.093	33.844	61.885
1	53.962	99.332	71.454	41.588	33.924	62.029
1	53.654	90.993	72.057	40.515	33.996	61.56
1	52.854	83.809	72.59	39.441	34.229	60.992
1	51.952	85.867	72.605	38.212	34.44	60.829
1	51.361	88.78	72.115	38.328	34.63	61.255
1	51.178	85.454	71.651	37.997	34.859	61.193
1	51.285	87.637	71.228	36.813	35.065	61.088
1	51.417	80.539	70.844	35.845	35.251	60.597
1	51.187	74.569	70.741	34.745	35.187	60.157
1	50.645	71.6	70.647	33.809	34.922	59.975
1	50.469	70.847	70.561	34.227	34.684	60.357
1	50.795	68.793	70.441	33.873	34.334	60.44
1	51.124	72.731	70.168	32.985	34.021	60.618
1	51.263	75.578	69.921	32.523	33.739	60.908
1	51.72	68.94	69.696	31.843	33.336	60.701
1	52.521	65.425	69.79	30.769	32.903	60.447
1	52.926	63.748	70.176	32.124	32.516	61.093
1	52.563	65.495	70.618	31.782	32.169	61.266
1	51.815	65.332	71.154	31.969	31.926	61.486
1	51.095	69.407	71.981	35.419	31.786	63.037
1	50.492	68.864	72.668	37.646	31.802	63.866
1	50.23	74.67	73.54	41.262	32.081	65.384
1	50.399	74.459	74.306	42.026	32.467	65.556
1	50.769	75.404	74.862	40.872	32.817	65.12
1	51.255	67.951	75.353	41.063	33.046	64.795
1	51.702	65.788	75.785	39.471	33.252	64.047
1	51.666	62.85	76.165	41.147	33.214	64.542
1	51.068	61.747	76.427	40.387	32.953	64.341
1	50.106	59.442	76.908	42.258	32.545	65.076
1	49.644	59.921	77.331	47.186	32.18	67.022
1	49.846	52.484	77.266	48.615	31.735	67.354
1	50.253	52.422	76.766	49.789	31.239	67.965
1	50.559	43.499	76.31	49.989	30.796	67.722
1	50.764	42.118	75.794	47.815	30.649	66.791
1	51.072	40.371	75.323	49.039	30.771	66.918
1	51.216	40.745	74.893	50.319	30.849	67.179
1	51.105	33.575	74.402	51.663	30.92	67.073
1	50.846	32.265	74.411	52.963	30.984	67.168
1	50.834	28.498	74.71	51.514	30.791	66.237
1	51.249	21.203	74.973	50.982	30.384	65.523
1	51.4	21.013	75.015	49.776	30.021	64.865
1	51.185	27.676	74.97	53.053	29.696	66.175
1	51.227	32.075	74.928	59.022	29.565	68.304
1	51.357	37.671	74.577	60.758	29.606	68.938
1	51.088	36.656	74.257	63.977	29.644	69.809
1	50.372	39.468	73.66	62.83	29.677	69.311
1	49.773	34.078	73.115	58.574	29.561	67.351
1	49.584	33.177	72.576	56.484	29.315	66.425
1	49.727	30.654	72.084	52.934	28.981	64.916
1	49.621	29.068	72.027	52.275	28.569	64.489
1	49.042	29.435	71.973	51.102	28.314	63.886
1	48.337	27.936	72.56	52.028	28.198	63.838
1	48.043	22.657	73.079	57.126	28.288	64.985
1	48.086	18.327	73.537	61.124	28.581	65.635
1	48.219	14.852	74.058	64.939	28.994	66.16
1	48.809	12.883	74.084	67.511	29.43	66.302
1	49.534	13.544	74.105	73.378	29.869	67.755
1	50.454	15.454	74.122	77.633	30.282	68.714
1	52.353	13.379	74.459	80.305	30.731	68.871
1	54.915	10.284	75.341	82.534	31.139	68.784
1	56.958	10.925	76.177	80.414	31.549	67.296
1	57.457	7.817	76.908	77.561	31.897	65.391
1	56.303	3.948	77.547	75.644	32.152	63.81
1	54.405	7.481	77.871	75.799	32.241	63.438
1	52.779	11.675	78.156	81.105	32.32	65.008
1	52.245	8.772	78.407	85.156	32.534	65.725
1	53.187	4.302	78.552	86.568	32.867	65.328
1	54.718	7.012	78.679	84.421	33.164	64.004
1	55.608	9.03	78.744	82.604	33.432	62.81
1	55.745	10.066	77.66	81.728	33.802	61.943
1	55.922	19.816	76.481	80.591	33.972	61.564
1	56.087	17.537	75.386	79.405	33.996	60.694
1	55.163	17.277	74.372	76.376	33.908	59.3
1	53.08	15.469	74.392	72.689	33.742	57.566
1	51.097	18.673	74.759	69.071	33.658	56.049
1	50.384	15.169	75.367	66.395	33.582	54.535
1	50.774	17.075	75.903	64.073	33.441	53.446
1	51.653	13.863	76.374	64.923	32.996	53.412
1	52.398	14.784	76.374	64.676	32.557	53.203
1	52.525	11.786	76.156	69.071	32.516	54.294
1	52.333	12.657	75.957	75.251	32.48	56.211
1	53.15	13.915	75.775	78.843	32.446	57.225
1	55.587	15.855	75.278	79.221	32.478	57.118
1	58.706	20.315	75.215	79.446	32.614	57.035
1	61.577	16.627	75.2	76.633	32.737	55.474
1	64.49	18.764	75.185	74.578	32.84	54.476
1	67.35	23.42	74.668	71.611	32.733	53.442
1	69.047	21.235	73.481	67.693	32.37	51.919
1	68.641	18.419	72.654	64.225	31.854	50.563
1	67.427	21.104	71.709	60.682	31.323	49.465
1	67.677	19.672	70.842	57.418	30.848	48.245
1	69.631	15.453	70.065	52.988	30.495	46.382
1	72.451	16.519	69.689	50.603	30.2	45.449
1	74.926	13.429	70.025	49.627	29.999	44.73
1	76.253	17.523	70.408	47.85	29.942	44.004
1	76.582	17.534	70.748	47.896	30.001	43.705
1	76.112	19.584	71.051	48.143	30.062	43.593
1	74.987	14.274	70.768	47.296	30.314	42.657
1	73.766	18.294	70.308	47.703	30.848	42.492
1	72.632	22.893	69.657	50.143	31.333	43.17
1	71.359	28.343	69.065	50.149	31.619	43.154
1	70.035	28.964	68.547	53.487	31.932	44.122
1	68.153	28.781	68.076	56.422	32.215	44.923
1	65.31	25.392	67.904	55.994	32.37	44.384
1	62.348	31.974	67.845	52.095	32.378	43.155
1	59.767	36.199	67.791	50.184	32.386	42.584
1	57.175	44.224	67.648	49.705	32.198	42.876
1	54.517	49.338	67.418	50.537	31.85	43.65
1	52.311	54.317	66.913	54.206	31.538	45.49
1	51.44	60.161	66.454	56.838	30.979	47.17
1	51.384	74.113	66.038	49.663	30.362	45.816
1	51.087	79.335	66.246	48.314	30.014	46.069
1	50.553	83.028	67.816	47.781	29.735	46.47
1	50.081	91.738	69.396	51.165	29.552	48.542
1	50.101	92.818	70.778	55.793	29.324	50.776
1	50.536	93.994	71.986	59.913	29.204	52.798
1	51.015	100	72.485	61.613	29.097	54.249
1	51.397	98.869	72.927	59.295	29	53.924
1	51.485	100	72.623	59.663	28.978	54.687
1	51.349	100	71.499	62.11	28.991	56.183
1	51.106	100	70.663	64.148	29.233	57.4
1	51.176	100	70.733	66.005	29.452	58.508
1	51.789	96.657	70.794	61.787	29.65	57.252
