Interest,Engagement,Excitement,Stress,Relaxation,Focus
59.952,42.88,71.917,96.632,56.304,56.375
60.147,33.349,71.387,95.737,54.811,56.251
60.124,43.015,71.039,94.804,53.459,56.963
60.161,40.62,71.027,93.802,52.237,57.018
60.825,32.254,71.144,91.895,51.134,56.342
61.743,33.124,70.945,89.087,49.726,55.923
62.212,39.81,70.966,86.16,47.918,55.966
61.974,49.714,71.169,84.159,46.485,56.381
63.258,51.084,71.349,83.873,45.199,56.985
68.075,55.76,72.297,83.78,44.047,57.734
74.023,59.001,74.143,83.043,43.156,58.036
78.243,63.731,75.73,81.26,42.839,57.798
79.23,70.236,77.096,80.698,42.596,58.119
76.656,66.274,78.239,77.853,42.502,57.062
72.102,61.079,78.538,75.953,42.778,56.11
68.897,54.407,78.001,74.552,42.841,55.37
67.078,49.586,77.508,71.669,42.498,54.333
65.859,42.622,77.057,66.738,42.065,52.443
64.253,46.838,76.834,63.815,41.213,52.004
62.144,54.01,76.833,64.543,39.764,53.369
59.876,52.546,77.229,66.51,38.474,54.692
58.251,57.273,77.583,68.484,37.327,56.265
57.098,56.623,77.895,67.915,35.899,56.821
56.276,53.129,77.783,64.828,34.844,56.151
55.468,55.296,77.564,63.203,34.01,56.175
54.622,58.88,77.568,67.653,33.457,58.339
54.183,67.682,77.171,78.848,32.962,63.248
55.024,69.228,76.352,86.587,32.52,66.606
57.665,71.257,75.546,88.752,32.659,67.698
60.846,78.405,74.574,88.795,33.296,68.074
63.225,80.713,73.678,88.547,34.171,68.033
64.364,77.381,72.481,88.033,34.967,67.675
64.811,66.694,71.758,86.356,35.388,66.635
64.834,72.113,71.298,83.607,35.166,66.266
64.146,63.481,71.156,80.635,34.405,65.373
62.839,57.596,71.155,78.396,33.727,64.759
61.091,60.678,71.153,76.358,33.122,64.603
59.338,58.534,71.284,73.749,32.612,63.937
58.181,54.797,71.267,70.33,32.302,62.783
57.64,56.479,71.171,67.095,32.093,61.902
57.564,49.697,70.908,63.035,31.905,60.29
57.706,48.532,70.202,59.274,31.736,59.035
57.958,51.768,69.559,56.173,31.423,58.309
58.138,55.237,68.973,52.927,30.893,57.679
58.115,53.193,68.597,49.894,30.276,56.895
57.637,67.81,68.807,48.206,29.686,57.412
56.852,80.672,68.995,46.687,29.161,62.294
56.807,80.656,69.162,45.326,28.734,58.037
57.524,81.636,69.548,44.106,28.781,57.923
58.573,75.913,70.087,43.015,29.666,57.079
59.113,87.804,70.566,52.673,30.476,61.041
58.783,98.267,71.633,58.774,31.215,63.749
57.943,100,72.946,65.163,32.482,65.915
57.055,100,74.502,72.541,33.792,68.322
56.21,100,75.862,78.635,35.603,70.024
55.765,100,77.165,92.984,37.737,74.549
56.422,89.867,78.32,95.919,40.072,74.314
58.815,80.36,79.19,97.446,43.194,73.129
62.027,69.064,79.862,98.321,46.19,71.596
64.867,77.706,80.338,98.719,47.906,71.488
67.191,82.289,80.647,98.973,48.764,71.628
69.201,79.828,80.919,99.181,49.311,71.576
70.987,68.905,81.123,99.391,48.917,71.524
72.249,70.105,81.273,99.371,48.145,72.116
72.509,79.834,81.531,99.301,47.278,73.19
72.203,69.862,81.782,99.18,46.345,73.323
71.041,58.275,82.156,98.985,45.292,73.299
69.417,56.16,82.483,98.738,44.225,73.657
68.349,49.783,82.766,98.493,43.372,73.663
67.933,43.548,83.013,98.208,42.311,73.706
67.661,48.021,82.833,97.968,41.193,74.328
67.131,52.952,82.676,97.959,40.194,75.038
66.727,48.187,82.532,98.192,39.301,75.313
67.216,45.869,82.399,98.509,38.612,75.6
68.237,48.745,82.477,98.429,37.953,75.968
68.498,43.301,82.586,98.646,37.457,75.946
67.732,43.772,82.68,98.358,37.071,75.948
66.537,44.884,82.698,98.04,36.787,75.932
65.944,37.123,82.439,97.838,36.542,75.494
65.727,37.652,81.954,97.165,36.322,75.251
65.028,37.497,81.508,96.771,36.562,74.845
63.843,34.234,81.098,96.481,37.19,74.115
63.106,40.616,81.117,96.097,37.657,73.885
62.815,45.57,81.791,95.86,37.883,73.773
62.73,47.439,82.376,95.543,38.094,73.529
62.179,52.459,82.914,95.244,38.474,73.393
59.471,46.53,82.989,93.824,39.024,72.262
53.537,57.623,81.72,92.858,41.861,71.081
46.284,58.198,79.778,91.136,46.811,68.16
40.617,56.482,77.906,88.194,51.32,64.895
38.359,55.851,76.121,89.157,55.359,63.313
39.891,54.12,74.792,88.941,57.665,62.075
43.522,66.03,73.895,89.728,58.811,62.459
46.677,75.095,73.25,91.768,59.57,63.433
49.085,80.535,73.366,90.479,59.513,63.455
51.135,77.759,73.469,88.804,58.766,63.297
53.029,69.92,73.546,87.099,57.087,63.297
54.98,62.629,74.157,86.423,54.709,63.939
57.058,59.847,74.804,86.592,52.425,65.007
59.088,59.486,75.605,87.4,50.112,66.412
60.484,64.264,76.308,86.872,48.029,67.492
61.13,62.878,76.691,85.671,46.16,67.958
61.837,72.382,76.515,84.897,44.072,69.283
62.831,73.797,76.132,82.85,41.946,69.837
63.471,74.108,75.672,80.498,40.058,70.119
62.953,71.846,75.252,77.522,38.243,69.999
61.786,62.727,75.21,74.385,36.446,69.401
60.538,56.434,75.285,71.094,34.78,68.737
59.292,56.288,75.592,66.981,33.312,67.927
57.973,56.158,75.936,63.118,32.094,67.079
56.69,47.42,76.335,62.484,31.02,66.867
56.147,62.73,76.929,79.459,30.104,74.123
58.878,76.202,77.451,95.086,29.437,80.817
66.56,73.253,78.834,99.175,28.995,82.431
76.412,64.007,80.749,99.862,28.833,82.279
84.137,70.083,82.422,99.945,29.581,82.192
88.591,75.024,83.862,99.945,31.385,66.592
90.999,87.021,85.066,99.945,33.092,81.404
91.956,86.092,86.077,99.945,34.667,80.753
91.129,77.019,86.668,99.945,35.707,79.95
87.8,73.762,86.709,99.862,36.561,79.462
82.084,69.599,86.378,99.703,37.115,79.037
75.657,73.899,85.965,99.404,37.119,79.247
69.608,79.144,85.583,98.958,36.423,79.839
64.826,80.718,85.14,98.311,35.416,80.37
61.895,76.253,84.685,97.297,34.423,80.452
60.259,88.103,84.266,95.913,33.337,81.264
59.245,80.467,83.426,93.962,32.403,80.896
58.567,81.079,82.495,91.302,31.744,80.502
57.949,82.251,81.246,87.884,31.051,79.903
57.192,86.698,79.958,83.923,30.336,79.303
55.856,74.557,78.857,79.771,29.457,77.867
53.926,70.706,78.281,75.423,28.704,76.588
52.085,66.111,78.673,71.347,27.956,75.272
50.673,63.578,79.373,67.116,27.293,73.905
49.609,58.827,79.984,63.474,26.657,72.601
49.091,56.38,80.519,61.3,26.164,71.839
49.656,57.787,80.927,59.703,25.825,71.396
51.102,55.678,81.285,58.329,25.668,70.772
52.728,48.934,81.414,56.435,25.817,69.555
53.985,43.495,81.378,52.822,25.952,67.739
54.675,38.298,81.355,48.873,26.074,65.77
54.762,35.332,81.517,45.79,26.146,64.199
54.288,31.649,81.46,44.161,25.898,63.261
53.718,26.421,81.374,42.371,25.649,62.153
53.569,28.996,81.268,42.384,25.39,62.069
53.991,38.787,81.051,43.582,25.157,62.816
54.509,47.657,80.442,45.137,24.993,63.727
55.153,44.626,79.558,47.708,24.956,64.414
56.11,37.344,78.684,46.979,25.539,63.347
57.449,36.695,77.792,45.738,26.223,62.33
58.599,33.248,76.874,43.17,26.848,60.713
58.982,30.937,76.004,40.8,27.419,59.224
58.289,26.853,75.251,38.477,27.322,57.964
56.661,20.272,74.56,36.609,26.771,56.925
54.955,23.107,73.928,36.526,26.138,57.009
53.932,28.472,73.296,38.091,25.576,57.817
53.673,35.143,72.773,41.558,25.078,59.396
54.163,30.585,72.524,44.326,24.951,59.991
55.191,30.436,72.241,43.998,24.985,59.581
56.133,34.419,72.185,43.531,25.06,59.306
56.107,32.344,72.189,42.449,25.375,58.403
54.967,27.501,72.192,42.255,25.756,57.623
54.027,29.188,72.137,42.25,25.851,57.36
54.254,28.077,72.027,44,25.811,57.672
54.851,26.86,71.791,45.549,25.775,57.903
55.059,29.218,71.577,52.254,25.643,60.226
56.348,33.61,71.383,78.933,25.525,69.898
62.298,50.577,71.857,98.244,25.419,77.57
71.695,59.962,73.123,99.878,25.954,78.244
80.525,62.109,74.338,99.945,27.29,77.661
86.244,75.656,75.528,99.945,28.782,62.638
89.038,87.577,76.688,99.945,30.395,62.565
90.154,98.068,78.107,99.945,32.268,77.351
91.489,100,79.791,99.945,34.003,61.903
93.202,99.347,81.211,99.945,36.517,60.93
94.269,100,82.415,99.945,39.404,59.847
94.198,100,83.439,99.945,42.066,58.858
92.702,100,83.905,99.945,44.502,58.013
89.433,100,84.052,99.945,46.615,72.313
84.632,95.858,84.08,99.945,48.324,71.633
79.895,87.132,83.958,99.945,49.864,70.764
76.045,89.124,83.701,99.889,51.008,70.565
72.722,84.561,83.366,99.799,51.894,70.157
69.13,83.396,82.868,99.646,52.433,70.045
64.921,87.738,82.215,99.505,52.916,70.255
60.583,90.664,81.086,99.365,52.987,70.665
57.359,94.294,79.153,99.361,52.592,71.465
56.397,95.605,76.776,99.174,52.152,72.158
57.691,90.252,74.431,99.197,52.027,72.422
60.246,79.537,72.193,99.073,51.914,72.283
62.557,69.89,70.126,98.847,51.924,71.989
63.989,62.63,68.3,98.798,52.119,71.687
64.667,61.507,66.31,98.545,52.383,71.541
65.331,58.387,64.725,98.177,52.83,71.121
66.437,51.242,64.063,97.778,53.23,70.415
67.641,50.176,63.566,96.797,53.367,69.873
68.261,51.713,62.844,95.437,53.311,69.431
68.207,50.076,62.866,93.814,53.116,68.765
67.389,53.906,63.315,92.375,52.147,68.799
66.14,45.976,63.844,92.179,50.61,68.972
65.987,41.997,64.549,92.13,49.226,69.246
67.874,39.041,65.177,91.737,48.147,69.264
70.361,41.817,65.737,91.065,47.01,69.491
71.718,38.45,65.939,90.743,45.951,69.527
71.573,40.268,66.12,90.548,45.204,69.698
70.484,32.627,66.336,90.457,44.793,69.255
69.08,28.602,66.529,89.294,44.53,68.471
67.686,33.659,66.961,86.919,44.185,67.722
66.66,48.501,67.349,86.104,43.874,68.09
65.509,49.446,67.853,84.799,44.055,67.434
63.981,44.915,68.302,84.316,44.327,66.752
62.553,40.182,68.549,83.428,44.577,65.893
61.99,39.63,68.614,80.482,44.415,64.686
62.016,38.833,68.672,78.68,44.026,63.991
61.879,43.481,68.553,75.693,44.475,62.744
61.122,37.174,68.199,71.735,44.858,60.659
60.175,36.655,67.877,68.418,44.092,59.626
59.622,33.64,67.484,64.315,42.244,58.719
58.959,35.791,67.305,61.332,40.518,58.389
58.04,39.998,67.143,58.745,38.938,58.261
57.201,38.889,67.258,56.302,37.38,57.917
56.794,31.733,67.466,53.859,35.757,57.271
56.457,27.538,67.836,50.806,34.172,56.468
55.573,20.761,68.768,50.706,32.659,56.491
54.553,20.21,69,50.412,31.472,56.593
54.117,16.605,68.962,50.831,30.423,56.737
54.226,16.833,69.533,50.905,29.647,56.757
54.555,15.413,70.58,49.29,29.223,55.879
54.837,20.015,71.503,47.177,28.899,55.089
55.172,23.08,72.09,45.125,28.673,54.256
55.494,25.451,72.61,42.54,28.471,53.216
55.905,28.578,73.072,40.17,28.29,52.313
56.017,31.903,72.878,37.531,28.086,51.406
55.421,26.674,72.007,35.616,27.904,50.373
54.289,27.262,70.09,34.09,27.667,49.832
53.401,28.047,67.888,32.195,27.137,49.34
53.022,20.376,65.835,31.608,26.438,48.96
53.069,23.783,63.935,31.818,25.819,49.339
53.22,22.784,63.76,32.006,25.27,49.375
53.665,14.796,64.769,32.118,24.836,48.88
54.194,12.443,65.665,31.981,24.508,48.476
54.574,9.034,66.461,31.398,24.262,47.803
54.662,9.062,66.72,30.779,24.042,47.292
54.163,7.648,66.845,29.945,23.795,46.653
52.727,16.193,66.956,31.329,23.383,47.419
50.628,15.145,67.012,32.598,23.06,47.68
48.86,9.205,66.979,33.803,22.772,47.642
47.906,10.836,67.454,34.642,22.373,47.848
47.534,14.286,67.878,34.828,22.135,47.856
47.567,21.425,68.286,43.097,22.391,50.777
49.73,19.338,68.651,52.993,23.087,53.652
56.239,19.874,69.134,63.746,23.902,56.895
64.551,22.8,70.523,69.562,24.319,58.632
70.32,23.592,72.302,69.752,24.699,58.247
71.537,20.625,73.842,67.271,25.044,56.74
68.818,26.713,75.178,64.97,25.118,55.9
64.345,31.98,75.698,64.069,25.184,55.635
59.954,37.369,75.762,64.344,25.245,55.884
56.402,30.449,75.739,64.044,25.329,55.319
54.425,36.425,75.717,62.392,25.406,54.888
53.461,29.364,75.704,60.167,25.406,53.653
52.382,23.946,75.662,58.389,25.407,52.602
51.268,18.858,75.609,56.965,25.107,51.798
50.682,20.108,75.56,57.142,24.838,51.846
50.573,18.958,75.046,57.092,24.599,51.71
50.505,19.592,73.767,56.767,24.392,51.588
50.189,18.256,72.366,56.85,24.341,51.447
49.908,20.081,70.986,53.927,24.422,50.308
50.046,19.446,69.548,53.163,24.571,49.809
50.436,23.62,68.387,52.748,24.823,49.619
50.846,19.807,67.382,52.586,25.047,49.141
50.911,24.183,67.1,53.332,25.103,49.431
50.4,18.417,67.235,56.481,25.32,49.99
49.871,27.506,67.468,59.429,25.667,51.139
50.542,21.278,67.676,59.448,25.909,50.555
52.397,18.978,67.722,57.821,25.948,49.637
54.098,23.299,67.652,54.993,25.922,48.654
54.529,23.075,67.438,52.537,26.007,47.559
53.241,23.135,67.081,51.08,26.033,46.878
51.274,23.74,66.651,50.376,25.947,46.559
49.502,22.713,66.262,48.539,25.707,45.824
48,15.147,65.936,48.639,25.387,45.471
46.798,17.891,65.506,47.59,24.882,45.277
46.043,21.784,64.969,47.474,24.432,45.486
46.132,18.179,64.404,49.89,24.033,46.228
46.919,14.257,63.759,50.073,23.747,46.061
47.859,12.529,63.174,50.07,23.565,45.851
48.561,14.975,62.644,50.796,23.457,46.071
49.016,14.14,62.528,51.206,23.472,45.943
49.467,22.473,62.991,54.622,23.485,47.349
50.055,21.64,63.404,56.094,23.875,47.463
50.314,22.661,64.089,55.836,24.578,46.874
49.903,23.487,64.701,56.138,25.3,46.487
48.889,24.295,65.449,56.11,25.998,45.997
47.848,25.359,66.36,56.087,26.637,46.45
47.579,38.652,67.17,56.067,27.708,45.57
47.417,37.829,67.889,56.049,29.26,44.732
46.524,43.915,68.616,56.033,32.858,43.238
45.201,46.943,69.261,62.105,37.303,43.427
43.828,37.243,69.631,67.276,41.498,39.638
43.006,38.197,69.678,71.601,45.383,42.499
43.015,31.161,69.829,75.183,46.461,42.922
44.463,25.501,70.167,78.137,46.219,43.777
47.127,19.086,70.103,78.541,45.661,43.802
49.583,16.875,69.875,77.284,44.496,43.707
50.518,17.347,69.507,75.018,43.09,43.502
50.523,14.097,69.174,71.46,41.711,42.627
49.988,17.419,68.749,67.952,40.31,42.11
44.648,24.358,67.965,64.593,38.835,41.936
33.577,19.31,66.883,61.698,37.249,41.437
22.4,14.723,65.893,59.548,35.682,41.175
16.237,15.925,64.989,57.917,34.08,41.38
15.38,21.633,64.168,56.606,32.593,41.893
18.918,25.616,63.514,55.917,31.283,42.498
25.083,36.799,63.155,58.61,30.129,44.651
30.449,41.155,63.111,60.849,29.412,46.148
34.207,37.603,63.454,60.791,29.373,46.077
36.694,42.013,63.569,59.341,29.338,45.903
38.414,43.748,63.673,58.237,29.306,45.754
40.16,40.072,63.765,56.574,29.333,45.105
42.39,43.157,63.848,56.023,28.9,45.411
44.524,36.853,63.596,54.529,28.289,45.017
45.721,32.692,63.203,51.519,27.627,44.163
45.811,33.629,62.847,49.329,27.04,43.798
45.216,37.667,62.847,47.097,26.485,43.554
44.266,36.736,62.967,45.792,25.933,43.411
43.271,32.262,63.075,44.621,25.443,48.129
42.907,39.799,63.95,43.571,25.127,43.273
43.332,29.786,66.126,42.632,25.115,42.407
44.057,25.946,68.358,41.791,25.057,41.831
44.553,29.676,70.295,43.296,25.113,42.431
44.48,30.122,71.977,43.749,25.458,42.384
44.514,28.243,72.982,42.674,26.092,41.563
44.891,31.369,73.866,41.436,26.304,41.148
45.029,26.461,74.441,39.289,26.083,40.245
44.656,26.098,74.416,37.765,25.846,39.805
44.108,22.455,73.866,36.595,25.676,39.316
43.588,25.86,73.284,36.547,25.41,39.622
43.625,24.718,72.589,36.919,25.172,39.865
44.21,17.661,71.836,37.105,25.108,39.635
44.798,13.209,70.789,38.323,25.084,39.847
45.12,12.429,69.828,38.586,25.063,39.864
45.114,7.155,68.947,41.545,24.97,40.642
44.956,10.332,68.172,43.929,24.796,41.645
44.984,22.86,67.594,45.705,24.466,43.021
45.152,25.178,68.041,47.348,24.171,43.847
45.394,29.544,68.609,47.349,23.908,44.186
45.61,31.085,69.553,48.447,23.938,44.643
45.539,41.412,70.388,50.545,24.32,45.771
45.55,41.585,70.805,52.851,24.743,46.537
45.877,47.23,71.177,53.059,25.128,46.856
46.127,62.562,71.294,52.069,25.486,47.336
46.004,65.518,71.399,51.895,25.961,47.538
45.635,51.881,70.359,52.686,26.62,47.213
45.535,48.006,68.6,53.936,27.223,47.512
45.603,44.196,66.97,55.421,27.772,47.88
45.487,38.542,65.468,54.119,28.273,47.122
45.417,39.249,64.604,52.604,28.728,46.553
45.71,43.4,63.818,53.15,29.231,46.889
46.363,36.874,63.422,53.885,29.716,46.751
47.082,31.128,64.135,54.889,30.156,46.644
47.502,27.389,64.771,55.432,30.529,46.46
47.576,28.827,65.512,53.621,30.866,45.673
47.356,23.373,66.506,51.125,31.171,44.286
46.811,20.649,67.388,48.358,31.332,42.972
46.368,20.27,68.17,45.977,30.953,42.171
46.161,26.335,68.401,46.722,30.062,43.126
46.173,32.301,68.475,48.467,29.273,44.452
46.242,38.349,67.878,54.451,28.573,47.366
46.716,38.513,67.068,58.937,28.278,49.292
47.622,35.686,66.676,57.452,28.051,48.841
48.236,30.658,66.321,55.246,27.848,47.971
47.749,25.967,65.65,52.657,27.666,46.941
46.476,22.858,65.025,50.06,27.152,46.11
45.369,20.228,64.764,47.788,26.436,45.471
44.847,22.272,64.57,45.963,25.778,45.184
44.886,26.658,64.394,44.561,25.196,45.154
45.329,21.78,64.236,42.56,24.69,44.421
45.817,18.187,64.093,39.987,24.382,43.403
46.02,19.048,64.199,37.588,24.273,42.538
46.05,21.089,64.32,35.556,24.242,41.838
45.869,17.608,64.835,37.126,24.333,42.083
45.929,18.967,65.358,38.729,24.469,42.541
46.92,21.493,66.035,40.702,24.625,43.189
48.703,16.742,66.796,41.963,24.766,43.219
50.348,16.459,67.473,41.579,25.147,42.733
51.217,17.579,67.786,42.245,25.688,42.639
51.214,25.265,68.357,44.432,26.182,43.462
50.625,23.67,68.859,45.356,26.495,43.504
49.985,22.609,68.765,45.365,26.779,43.277
49.553,26.112,68.458,46.625,27.037,43.761
49.263,27.979,68.18,45.454,27.086,43.413
48.807,34.33,67.549,44.689,26.961,43.575
48.124,32.511,66.975,43.594,26.849,43.234
47.211,23.638,66.454,42.086,26.439,42.499
46.179,18.486,66.203,40.789,25.755,42.072
45.336,15.451,65.999,39.32,25.15,41.606
44.976,11.231,66.15,38.186,24.613,41.114
44.989,9.092,66.529,37.095,24.068,40.699
45.022,10.652,66.974,36.318,23.665,40.5
44.753,28.367,67.664,36.625,23.274,41.544
44.324,33.952,68.041,37.088,23.076,42.091
44.041,32.475,68.351,38.61,22.939,42.671
44.631,35.781,68.575,40.964,22.871,43.762
47.203,33.242,69.291,43.4,23.173,44.389
51.086,35.156,69.68,50.001,23.719,46.63
54.272,37.508,69.766,54.106,24.575,47.872
55.228,37.877,69.978,55.791,25.666,48.029
54.359,37.079,70.167,56.991,26.364,48.148
52.931,44.862,70.225,55.009,26.922,47.639
51.682,42.605,69.854,59.786,27.401,49.179
51.084,50.226,69.437,61.815,27.263,50.536
50.923,64.92,69.052,67.307,26.977,53.663
50.784,61.991,68.703,72.888,26.72,56.006
50.629,58.043,68.392,70.608,26.491,55.405
50.903,48.434,68.269,67.898,26.941,53.96
51.299,39.959,67.824,65.226,27.389,52.517
51.052,34.648,67.421,62.984,27.987,51.24
50.058,33.582,67.497,60.276,28.533,49.968
48.814,33.481,67.47,65.15,28.461,51.793
47.674,26.744,67.145,65.08,28.397,51.493
46.809,34.062,66.435,66.978,28.339,52.606
46.499,29.887,65.538,64.169,28.517,51.371
46.991,26.685,64.881,61.95,29.27,50.059
48.044,33.144,64.281,62.487,30.635,49.917
49.368,38.979,63.736,63.167,31.893,49.902
50.432,39.644,63.243,64.088,33.049,49.803
50.67,46.017,63.315,65.07,34.044,50.078
50.438,51.296,63.775,65.203,35.021,50.032
50.376,44.259,64.187,65.512,35.602,49.645
50.526,39.418,64.556,66.104,36.102,49.452
50.802,36.558,64.787,63.952,36.439,48.413
50.971,35.149,64.994,61.886,36.744,47.471
50.887,29.985,65.179,59.197,36.571,46.33
50.338,43.358,65.745,57.816,35.682,46.929
49.504,41.608,66.902,61.178,34.582,48.638
48.6,39.042,67.925,62.783,33.606,49.598
47.796,39.09,68.83,70.766,32.74,52.93
47.269,51.33,69.581,75.238,32.93,55.122
46.948,52.7,70.29,73.126,34.065,54.004
46.745,46.913,70.411,70.506,35.102,52.418
46.706,41.25,70.251,66.02,36.047,50.172
46.729,46.433,70.284,63.435,36.39,49.423
46.721,55.509,70.314,62,36.088,49.666
46.885,45.58,69.978,60.153,35.817,48.843
47.25,37.634,69.674,58.76,35.574,48.18
47.693,41.647,69.764,57.198,35.568,47.872
48.161,38.209,69.93,55.603,35.562,47.19
48.449,32.887,70.227,53.392,35.381,46.232
48.432,28.238,70.492,51.516,35.176,45.395
48.215,25.707,70.728,49.447,34.305,44.89
48.122,25.066,70.729,47.386,33.389,44.501
48.067,29.349,70.534,45.476,32.087,44.626
47.962,28.685,70.209,43.763,30.788,44.607
47.769,40.28,69.728,43.856,29.52,45.879
47.529,49.416,69.338,44.161,28.405,47.123
47.3,54.779,68.872,45.866,27.589,48.613
47.444,56.445,68.402,50.304,26.985,50.838
48.053,55.853,68.063,53.668,26.889,52.308
48.621,48.92,67.756,53.312,27.62,51.673
49.035,44.803,67.839,52.499,28.428,50.893
49.267,51.485,68.064,50.747,29.167,50.33
49.208,55.516,68.481,50.008,29.842,50.074
48.606,51.479,69.204,49.966,30.505,49.664
47.965,58.882,69.988,50.243,31.122,49.953
47.737,59.164,70.902,50.01,31.667,49.776
47.823,66.327,71.583,50.715,32.09,50.378
47.914,62.416,72.186,51.553,32.472,50.53
47.949,67.268,72.594,57.293,33.323,52.658
47.91,69.685,72.957,63.007,34.111,54.725
47.848,62.048,73.572,63.389,34.359,54.606
47.895,57.19,74.115,64.547,33.954,55.172
48.053,56.69,74.597,63.393,33.663,55.034
48.33,46.704,75.024,62.839,33.582,54.506
48.534,41.751,75.384,61.261,33.509,53.779
48.627,37.438,74.999,57.764,33.443,52.388
48.696,39.814,74.134,59.566,33.265,53.312
48.85,39.615,73.228,61.122,33.105,54.026
49.317,47.716,72.396,63.541,32.706,55.605
50.014,56.892,71.666,63.067,32.069,56.383
50.645,53.165,71.679,60.639,31.501,55.777
50.942,52.178,72.363,59.872,30.977,55.818
50.936,52.063,72.968,57.099,30.654,55.073
50.868,48.678,73.504,59.793,30.648,55.975
50.951,49.821,73.952,61.329,31.172,56.404
50.964,44.605,74.024,59.896,32.025,55.291
50.672,48.42,74.089,59.072,32.804,54.862
50.569,46.482,74.008,56.345,33.512,53.519
51.077,40.965,73.935,56.032,34.112,52.893
52.076,47.016,73.811,57.103,34.261,53.556
52.726,62.068,73.811,57.308,34.395,54.438
52.506,67.575,74.03,58.342,34.227,55.394
51.905,59.295,74.508,57.315,34.075,54.898
51.32,73.18,75.214,56.223,33.829,55.505
50.633,72.714,75.356,57.02,33.608,56.184
49.515,67.299,75.482,61.233,33.457,57.793
48.077,69.806,75.199,63.963,33.322,59.249
47.023,62.912,74.123,69.769,34.08,60.94
46.681,70.075,73.13,75.194,35.363,62.903
46.365,76.44,72.216,78.991,36.753,64.241
45.956,78.753,71.531,83.84,38.024,65.846
45.658,73.388,71.218,85.27,39.181,65.859
45.811,69.217,71.136,86.326,40.256,65.772
46.856,70.706,71.259,87.153,41.27,65.878
48.832,78.79,71.369,88.028,42.399,66.303
51.263,84.724,71.305,88.136,43.388,66.489
53.719,82.251,71.247,87.203,44.282,65.951
55.707,81.154,71.105,85.718,45.026,65.337
57.072,84.213,70.977,85.171,45.046,65.629
58.01,88.978,70.861,83.035,44.284,65.849
58.428,75.141,70.501,80.9,43.6,65.1
58.204,75.654,70.372,82.642,42.749,66.448
57.24,76.863,70.423,81.64,41.892,66.834
56.497,67.959,70.561,80.375,40.959,66.63
56.804,69.416,70.768,79.502,40.125,66.976
57.455,63.242,70.787,76.583,39.221,66.235
57.279,55.283,70.803,75.659,38.413,66.011
55.812,54.401,71.145,75.315,37.691,66.231
53.518,55.024,71.388,74.322,37.315,66.118
51.299,48.576,71.465,72.536,37.089,65.281
49.435,44.187,71.452,71.84,36.885,64.878
48.169,40.835,71.44,71.303,37.069,64.35
48.224,38.961,71.509,73.421,36.731,65.086
49.169,39.763,71.57,74.544,36.061,65.75
49.01,46.223,71.58,74.838,35.463,66.389
47.469,47.102,71.553,72.287,35.289,65.554
45.343,37.765,71.61,70.371,35.452,64.242
44.028,36.943,71.708,66.754,35.35,62.808
44.488,45.266,71.852,66.245,35.258,62.966
45.952,40.268,72.116,66.402,35.389,62.619
47.252,43.271,72.963,66.513,35.506,62.604
48.139,46.604,74.193,64.648,35.364,62.027
48.521,48.753,75.267,60.623,35.236,60.641
48.404,54.809,75.746,57.638,35.421,59.738
47.888,58.257,75.754,53.961,35.588,58.541
47.411,52.011,75.686,54.365,35.513,58.465
47.161,47.341,75.364,55.382,35.493,58.623
47.477,47.676,74.825,54.606,36.11,58.047
48.57,48.077,74.294,53.309,35.966,57.669
49.47,49.556,73.809,50.588,35.051,57.216
49.022,52.149,73.407,49.434,35.014,56.96
47.186,48.77,73.089,48.956,35.491,56.392
44.839,42.159,72.933,52.257,35.496,57.212
42.734,41.792,73.117,53.575,34.568,58.028
41.43,36.022,73.281,52.835,33.291,57.984
41.177,41.553,73.428,57.044,32.191,60.187
41.435,40.292,73.467,55.179,31.218,59.828
39.657,46.233,73.25,57.568,30.356,61.337
36.145,56.098,72.896,60.384,29.741,63.15
32.597,48.112,72.345,62.667,29.229,63.877
30.62,49.339,71.944,65.542,28.772,65.194
31.389,51.797,71.498,67.923,28.387,66.375
35.035,39.3,70.526,69.784,28.043,66.609
39.289,44.231,69.313,69.111,27.735,66.728
42.436,50.015,68.198,70.697,27.755,67.586
44.837,49.195,67.767,70.932,28.001,67.505
46.769,50.736,67.377,70.04,28.223,67.143
48.104,44.254,67.023,72.354,28.866,67.317
48.731,41.776,66.703,75.944,29.774,67.969
49.023,44.678,66.541,76.826,30.605,67.933
49.476,43.464,66.497,78.176,31.543,67.815
50.252,51.224,66.456,79.604,32.4,68.23
50.984,45.533,66.166,78.668,33.182,67.202
51.454,44.004,66.023,77.932,33.552,66.611
51.588,53.863,66.204,77.533,33.32,67.012
51.34,54.941,66.366,73.751,33.111,65.805
50.696,67.205,66.203,71.315,32.924,65.696
49.926,61.249,65.725,70.274,32.75,65.252
49.522,69.44,65.293,74.651,33.044,67.222
50.27,74.024,64.984,81.221,33.57,69.746
52.3,69.438,64.548,84.897,34.047,70.809
54.487,65.54,64.311,82.656,34.101,69.922
55.516,58.036,64.487,80.019,33.833,68.795
54.325,53.832,65.542,73.369,33.596,66.247
54.325,53.832,65.542,73.369,33.596,66.247
53.802,54.667,65.988,70.522,33.275,65.381
53.438,47.85,66.386,71.884,33.076,65.582
52.914,45.674,66.742,75.777,33.438,66.602
52.642,40.704,67.06,78.57,34.788,66.567
53.517,33.477,67.348,82.254,35.882,66.819
56.958,33.322,67.725,83.342,37.785,65.848
56.958,33.322,67.725,83.342,37.785,65.848
